MOI	Freq	A	B
4	0.46	1.03027086038041	1.12129059800295
4	0.47	1.0437863959685	1.11744142425104
4	0.48	1.04859820068119	1.10011484417937
4	0.49	1.07103661832409	1.09551391357878
4	0.5	1.07056514739254	1.07089416526304
5	0.01	1.05017421892835	4.04870419843071
5	0.02	0.982590580908595	3.64838850672749
5	0.03	0.969516610784017	3.54548094585354
5	0.04	0.981040052947066	3.54986175231838
5	0.05	0.974031527283919	3.39922754473664
5	0.06	0.978767604205641	3.39257371055961
5	0.07	0.977510093306296	3.24947253275016
5	0.08	0.958126771887601	3.12500742811836
5	0.09	0.972632295724271	3.05405272842815
5	0.1	0.945202289860892	2.89933308023423
5	0.11	0.945517797123855	2.80335042084036
5	0.12	0.957153604596742	2.77203832525997
5	0.13	0.969614628145553	2.72083951405486
5	0.14	0.946936364040733	2.62030982940272
5	0.15	0.958572903910407	2.58528782135941
5	0.16	0.947442653847215	2.50196876325514
5	0.17	0.953028099986648	2.40523450180915
5	0.18	0.945972560586517	2.34025160108397
5	0.19	0.955819811893919	2.28551861009578
5	0.2	0.954333613866779	2.230679406049
5	0.21	0.958748138889133	2.19280793906933
5	0.22	0.961889081169132	2.1497574225809
5	0.23	0.961736996579957	2.05829333150284
5	0.24	0.946413518423765	1.94790893446936
5	0.25	0.955185274052599	1.94570611460044
5	0.26	0.957164313140494	1.87547825098395
5	0.27	0.972469460815781	1.85844563708468
5	0.28	0.977791691914039	1.82132503230874
5	0.29	0.981639660259905	1.78231171784453
5	0.3	0.971461845631883	1.71831835911034
5	0.31	0.980461214761289	1.6943406592428
5	0.32	1.00472795821731	1.67726916117611
5	0.33	1.00300230120015	1.61517706736084
5	0.34	1.01398626464412	1.58694955289274
5	0.35	1.01765995755128	1.53845534062233
5	0.36	1.0362315845692	1.53702430976779
5	0.37	1.0282108813124	1.48225885671493
5	0.38	1.05950339790317	1.4870713171443
5	0.39	1.04404671473576	1.40746476530338
5	0.4	1.05483472389765	1.39812974347911
5	0.41	1.06918308506379	1.37482511535175
5	0.42	1.0788160962716	1.35417646469182
5	0.43	1.08516623201833	1.31798171571094
5	0.44	1.07984565050666	1.29717132385173
5	0.45	1.11817953489596	1.29824873764362
5	0.46	1.12544642855249	1.2590095875182
5	0.47	1.14000715194544	1.2433226523633
5	0.48	1.14550187066743	1.22491007068181
5	0.49	1.16802495048051	1.20752411262079
5	0.5	1.18948672947844	1.18977133134048
6	0.01	0.985866008547596	4.7906942069497
6	0.02	0.954224328094833	4.50660270348615
6	0.03	0.983386292896518	4.40416830997925
6	0.04	0.99312623758827	4.40509446446172
6	0.05	0.957710802250345	4.16333015786664
6	0.06	0.984867987086314	4.10838655651543
6	0.07	0.964911820424468	3.81500996960455
6	0.08	0.963855790922191	3.77172961517129
6	0.09	0.957020330716243	3.58679573533686
6	0.1	0.978353383945534	3.56924963132394
6	0.11	0.969379968303629	3.43799676101314
6	0.12	0.975387309398777	3.32279538635647
6	0.13	0.987381081408509	3.32926854378185
6	0.14	0.974431652879643	3.17783328488157
6	0.15	0.969648058427125	3.06436757239155
6	0.16	0.981286445503541	2.97378094951484
6	0.17	0.986640000038882	2.92178795308724
6	0.18	0.988734255065262	2.79456243995119
6	0.19	0.982122980648969	2.72100569667864
6	0.2	0.983353782977999	2.61587085282172
6	0.21	0.984247680381644	2.53696827540937
6	0.22	1.00165302612544	2.52706214807757
6	0.23	1.00437926237633	2.45342466030152
6	0.24	1.01041590267893	2.37569666396021
6	0.25	1.01743419004587	2.32494907934161
6	0.26	1.02016292862618	2.2535888217677
6	0.27	1.02780112039551	2.17695138349974
6	0.28	1.03223595265676	2.12613315067351
6	0.29	1.04843231271567	2.10010590035866
6	0.3	1.05907109010693	2.04767759173873
6	0.31	1.05533147995563	1.96839232401011
6	0.32	1.06334424689692	1.91515235539945
6	0.33	1.07797797196435	1.89582131575623
6	0.34	1.08320876368027	1.84260177019518
6	0.35	1.09725616326855	1.80424467864861
6	0.36	1.10451350669012	1.74931469382235
6	0.37	1.11837622620488	1.70853906102296
6	0.38	1.12060963128086	1.66192007282279
6	0.39	1.15004916818433	1.65747873466872
6	0.4	1.1520672459914	1.60449746721869
6	0.41	1.17620701661319	1.59451822816559
6	0.42	1.18479341818193	1.5620070592308
6	0.43	1.19421682060975	1.51752523591968
6	0.44	1.22223892318188	1.49306362596972
6	0.45	1.24181111784623	1.46983368917693
6	0.46	1.25637278851465	1.42653302305143
6	0.47	1.27755516542772	1.40357923694516
6	0.48	1.29817465150269	1.38701848646528
6	0.49	1.32049102054664	1.36731569269165
6	0.5	1.3415545567291	1.34123780068691
7	0.01	1.00051517519232	5.87445562396522
7	0.02	0.965901569720424	5.46168178107764
7	0.03	0.993122960926485	5.25625283352052
7	0.04	0.988545237862315	5.15822173601467
7	0.05	0.982837395557017	4.8914419905921
7	0.06	1.00139550696625	4.84222746367032
7	0.07	0.975417176514946	4.56037155536698
7	0.08	0.986148136559157	4.48405759805446
7	0.09	0.971896707906686	4.19583137923935
7	0.1	0.988783325474094	4.1728271994272
7	0.11	0.99560669006839	4.04558778174427
7	0.12	0.975892278990925	3.85990127307405
7	0.13	0.99770691630508	3.75712806881379
7	0.14	0.98596600201869	3.62726324678941
7	0.15	0.992532235757657	3.46087689229144
7	0.16	1.01519429099147	3.43908045743862
7	0.17	1.01966805624734	3.34979158356106
7	0.18	1.00874622604354	3.16563709637252
7	0.19	1.0216301097048	3.12056831966843
7	0.2	1.031539900708	3.0373648586004
7	0.21	1.03549987723702	2.94411483313883
7	0.22	1.04014109567772	2.851730089175
7	0.23	1.04455870375806	2.76828426270533
7	0.24	1.05425030231957	2.70882604387801
7	0.25	1.05625054426559	2.61074580162463
7	0.26	1.06514465358039	2.54089929137617
7	0.27	1.08336492622377	2.46239601681563
7	0.28	1.10579254074467	2.44127291458288
7	0.29	1.09486532998639	2.35491330798726
7	0.3	1.12738064466439	2.33140162554649
7	0.31	1.13385652145639	2.23339253022252
7	0.32	1.15575647605065	2.2074497033774
7	0.33	1.18625803202104	2.18866194303602
7	0.34	1.19454260537734	2.12997910838803
7	0.35	1.19014463942922	2.04648674917393
7	0.36	1.21523477713651	2.00829795057505
7	0.37	1.24060081514509	1.98331990060832
7	0.38	1.25772065755387	1.94824211304544
7	0.39	1.25951289927517	1.89036045144221
7	0.4	1.26994984960576	1.82672985675357
7	0.41	1.31454214225729	1.81017828505083
7	0.42	1.34862447801815	1.78521400384971
7	0.43	1.35697326298202	1.74146954618618
7	0.44	1.35270823396504	1.6913189024714
7	0.45	1.37994386110348	1.68175428201772
7	0.46	1.41566244667433	1.63493259603149
7	0.47	1.45786701871413	1.62400507916599
7	0.48	1.48094001983128	1.59984950453516
7	0.49	1.48750154769715	1.54733874395058
7	0.5	1.51162169222898	1.50888629628211
8	0.01	0.988739214616667	6.65330280145341
8	0.02	1.00117203581295	6.36190070417172
8	0.03	0.969155747153833	6.00760284438963
8	0.04	1.01163759073985	6.06966117935758
8	0.05	0.991390616486683	5.71063808817898
8	0.06	1.00595743624403	5.50983207203167
8	0.07	0.988441914049243	5.19604569195879
8	0.08	0.993725195339582	5.00916213229089
8	0.09	0.988707448812783	4.78914590179556
8	0.1	0.996033729521024	4.66153420458179
8	0.11	1.00036231245358	4.57314588765414
8	0.12	0.994915631089279	4.28638934295679
8	0.13	1.00882972302274	4.21122214765785
8	0.14	1.01644196021098	4.06418685643707
8	0.15	1.03345626472515	3.96975673020031
8	0.16	1.03395419380725	3.83736664153357
8	0.17	1.03883368838379	3.679920713577
8	0.18	1.03707673018498	3.56942896444664
8	0.19	1.06259623186317	3.54420157239917
8	0.2	1.0572165468301	3.33161040395154
8	0.21	1.08474432929383	3.29049951040899
8	0.22	1.08243171735809	3.18432436351617
8	0.23	1.10105614553725	3.07427969961297
8	0.24	1.13483544298249	3.06922951864233
8	0.25	1.12689595299424	2.97235536353704
8	0.26	1.15208204891445	2.89516789779088
8	0.27	1.14502389350826	2.76092594742169
8	0.28	1.17211607067868	2.71535330203201
8	0.29	1.17388209150068	2.63221107869806
8	0.3	1.20496522339461	2.59135460952748
8	0.31	1.23192856232851	2.53156207538389
8	0.32	1.23852044915935	2.4950766632028
8	0.33	1.27088774942632	2.44519837673252
8	0.34	1.30005595894194	2.37698681237095
8	0.35	1.32208834789758	2.3479981199843
8	0.36	1.34445369672468	2.30916291005261
8	0.37	1.36338452947124	2.24699746208858
8	0.38	1.38776501009836	2.20741398499288
8	0.39	1.41197681844878	2.15006625514341
8	0.4	1.43240312139585	2.10466118194311
8	0.41	1.45032233674778	2.06196963575321
8	0.42	1.49989395769548	2.02848948296551
8	0.43	1.50838636436967	1.97381371063996
8	0.44	1.53607982308208	1.92204836756803
8	0.45	1.57583306908913	1.90302056303284
8	0.46	1.57881824199396	1.83975222421427
8	0.47	1.64535299396367	1.84503852257966
8	0.48	1.65625695897723	1.79792046742434
8	0.49	1.66576111044227	1.74331432104981
8	0.5	1.70980211335213	1.71813758758739
9	0.01	0.998941478521592	7.78655342979087
9	0.02	0.991192902737084	7.28649267793709
9	0.03	1.00422289653508	6.97679712780237
9	0.04	0.991185688915574	6.7130786082283
9	0.05	0.993940523684406	6.19815872111508
9	0.06	1.00237336223813	6.12255127408107
9	0.07	0.992448799682793	5.87436329115254
9	0.08	1.00493600289462	5.54739952114934
9	0.09	1.01421024525059	5.46195985377281
9	0.1	1.01144185569788	5.19844373773238
9	0.11	1.0097065517112	4.96990259131186
9	0.12	1.02055592218663	4.77537000603149
9	0.13	1.02217956069169	4.58517708299633
9	0.14	1.03013453791027	4.39522186327687
9	0.15	1.04968073001336	4.33178974799389
9	0.16	1.05217554224816	4.19195890567516
9	0.17	1.07272538059694	4.1083269541034
9	0.18	1.08995121740574	3.91699225542609
9	0.19	1.0940691336097	3.79146955319735
9	0.2	1.09613411240938	3.6488556747137
9	0.21	1.12031211138261	3.60724474069024
9	0.22	1.13966736266346	3.48181242136797
9	0.23	1.16512609629029	3.43020714050714
9	0.24	1.17752398408248	3.3233990988903
9	0.25	1.19886285527819	3.23421714436168
9	0.26	1.20457550380356	3.1488264441606
9	0.27	1.2292078052718	3.06292889721821
9	0.28	1.26030747851238	3.0545148222948
9	0.29	1.27324673512188	2.93772763258682
9	0.3	1.31212802136708	2.90537987518852
9	0.31	1.32491636269607	2.83984694386769
9	0.32	1.36335633341789	2.7833778238225
9	0.33	1.38034466692103	2.69796061733978
9	0.34	1.40638658137912	2.65262447144822
9	0.35	1.43568942063402	2.60860411064046
9	0.36	1.45545389270455	2.52892466298233
9	0.37	1.49093966683143	2.52190534986845
9	0.38	1.5441345433786	2.46894812329033
9	0.39	1.57770413356136	2.44130015628601
9	0.4	1.59669650716267	2.37418319833125
9	0.41	1.62163446519949	2.31863386862179
9	0.42	1.65059094709499	2.27311982507301
9	0.43	1.70968391826935	2.26215546856075
9	0.44	1.7042736282342	2.16566303410706
9	0.45	1.73296831882996	2.12137243089295
9	0.46	1.7965631349786	2.10085241808701
9	0.47	1.82907519598436	2.06200363115381
9	0.48	1.86612309695228	2.01468573790189
9	0.49	1.91380011790229	1.99042228956458
9	0.5	1.95165556161016	1.95634314908378
10	0.01	0.992125231461621	8.46064060562582
10	0.02	1.02405746444325	8.36496937373742
10	0.03	0.999045681263977	7.77124448128173
10	0.04	0.979269236888531	7.19542541033484
10	0.05	0.996333398344268	7.03218319025897
10	0.06	0.991771860440579	6.72786569876724
10	0.07	0.9967223279919	6.43856170084173
10	0.08	0.999493509281714	6.11385963505834
10	0.09	1.00745948395498	5.80138430355936
10	0.1	1.02421294088393	5.66842163232775
10	0.11	1.03147261796038	5.44341520269042
10	0.12	1.04046551730963	5.19009490139071
10	0.13	1.05706243431139	5.09897698978018
10	0.14	1.05755748080194	4.81413415071494
10	0.15	1.07943238524049	4.70364453962247
10	0.16	1.07515441506558	4.49385224617343
10	0.17	1.09658724233721	4.37128816447601
10	0.18	1.10514475289559	4.19013073308629
10	0.19	1.13281082770399	4.101579119353
10	0.2	1.16154612993947	4.04001879220071
10	0.21	1.1642691411048	3.87116147842652
10	0.22	1.2052829357135	3.84267829418564
10	0.23	1.20975604106329	3.7132814868967
10	0.24	1.23741599858176	3.61796074873261
10	0.25	1.25626850635611	3.51051007173944
10	0.26	1.26906003775788	3.405610374229
10	0.27	1.32174009334486	3.38613849014804
10	0.28	1.32860732572415	3.28302824492118
10	0.29	1.36223343131437	3.19383440957479
10	0.3	1.40700345269899	3.17552959077256
10	0.31	1.41546454844692	3.06599227820285
10	0.32	1.47342245788689	3.08033692518222
10	0.33	1.49272275890376	2.97671389486436
10	0.34	1.53853460806738	2.92825142547711
10	0.35	1.57763828679692	2.88844193298936
10	0.36	1.61631465250054	2.83608249186165
10	0.37	1.62750183148523	2.73223025726289
10	0.38	1.65650104969069	2.71259506952997
10	0.39	1.71507808226913	2.66450745681594
10	0.4	1.76565776704322	2.6333351748197
10	0.41	1.8084271974961	2.61812225672834
10	0.42	1.8157742174478	2.51296083898502
10	0.43	1.87631992930019	2.49160597062584
10	0.44	1.92910695953259	2.44596756500865
10	0.45	1.94819275911383	2.35790271536305
10	0.46	2.0064968330887	2.35184114555954
10	0.47	2.04045406344312	2.29048125589614
10	0.48	2.0909354337663	2.26659256883124
10	0.49	2.12779438465983	2.20221328406887
10	0.5	2.15346276278761	2.1498381272074
11	0.01	1.01266752377384	9.72675403237082
11	0.02	0.983378576084201	8.77285751140646
11	0.03	0.976134981653791	8.3875498787702
11	0.04	0.988483940298801	7.9446158798205
11	0.05	1.01045561688854	7.66161362128654
11	0.06	1.02139776566613	7.43867532188614
11	0.07	1.00053716881463	6.80230472836695
11	0.08	1.01781031845507	6.65958813392791
11	0.09	1.01463456207654	6.20758469917513
11	0.1	1.03696225884205	6.0810475498469
11	0.11	1.04380950605746	5.82983821177036
11	0.12	1.05668581962704	5.63122785480817
11	0.13	1.07720027951309	5.45659929370464
11	0.14	1.08761010442432	5.2242834256183
11	0.15	1.09865878269009	5.02617118123659
11	0.16	1.12689222071117	4.92424684777753
11	0.17	1.12194970957636	4.63711467650671
11	0.18	1.16401615208238	4.57448987850349
11	0.19	1.17381488773687	4.39595316429369
11	0.2	1.20896480995049	4.30227103719024
11	0.21	1.22609900732847	4.20262812965007
11	0.22	1.25043347666509	4.10802569792951
11	0.23	1.27846801145847	3.97516324937697
11	0.24	1.30711405939363	3.91637085984727
11	0.25	1.33300869317218	3.78274846971634
11	0.26	1.38036295787866	3.74817161024897
11	0.27	1.42678703906984	3.71167986379474
11	0.28	1.45074867982317	3.60708575802785
11	0.29	1.49249615912648	3.55638404308567
11	0.3	1.48906237606866	3.3950355321572
11	0.31	1.54594758657903	3.3988843005041
11	0.32	1.58683477306515	3.31383235270317
11	0.33	1.61816847171239	3.26014443348615
11	0.34	1.66003557971071	3.22788392090175
11	0.35	1.73738121534371	3.20240555094288
11	0.36	1.76453943607413	3.11478115661543
11	0.37	1.79099083529685	3.04598897152062
11	0.38	1.84818861369667	2.98951320113405
11	0.39	1.89977433936052	2.95826952799199
11	0.4	1.93051149410937	2.90788974075079
11	0.41	2.00074830490083	2.84661473224059
11	0.42	2.02592474506193	2.80225880284874
11	0.43	2.065649371185	2.74123740417315
11	0.44	2.13373980715922	2.71762534557182
11	0.45	2.1912962622051	2.6821202344083
11	0.46	2.21001650607334	2.61426823927501
11	0.47	2.27317899299918	2.5563370024497
11	0.48	2.33142029860213	2.52533631400283
11	0.49	2.35838252396219	2.44496016060881
11	0.5	2.42173605339836	2.41253232511784
12	0.01	0.991868213316518	10.2675779132775
12	0.02	0.962787207150455	9.41019916166332
12	0.03	0.975882808073089	8.98885733797091
12	0.04	1.00017570315996	8.64438734035464
12	0.05	0.997929571891064	8.22657580597402
12	0.06	0.999428706306333	7.75006107875011
12	0.07	1.02335431980487	7.5485961062943
12	0.08	1.01909780244138	7.09904010155778
12	0.09	1.02474732845929	6.74838977865113
12	0.1	1.06078202765013	6.51823827333954
12	0.11	1.06097822348331	6.27006059754038
12	0.12	1.07268944873963	5.96059355966611
12	0.13	1.09267268525965	5.68884293788904
12	0.14	1.10780457229574	5.49461905475141
12	0.15	1.12513495901801	5.34660246887336
12	0.16	1.1472492642526	5.17122760171766
12	0.17	1.19086472406704	5.09140671902341
12	0.18	1.19200710750231	4.84602712299199
12	0.19	1.21797165209607	4.72710118936654
12	0.2	1.24839783243682	4.5966276222848
12	0.21	1.28548498705069	4.5279734905289
12	0.22	1.3018584588545	4.39166047273861
12	0.23	1.33458138069303	4.27159938216667
12	0.24	1.38340416531704	4.17013859585796
12	0.25	1.40480182091339	4.06754738608705
12	0.26	1.45310177912955	4.03886735682612
12	0.27	1.498042769125	3.96727014201098
12	0.28	1.53490962976973	3.8565002862106
12	0.29	1.56340486504902	3.78210412073874
12	0.3	1.61116522793661	3.71568451127854
12	0.31	1.6630795244132	3.66163391319464
12	0.32	1.69599447639681	3.60492664978754
12	0.33	1.78039973076986	3.59312423168967
12	0.34	1.80446399678407	3.480516873326
12	0.35	1.85024764113608	3.462209459016
12	0.36	1.95456885260893	3.45788223195982
12	0.37	1.94712982322083	3.3248646555921
12	0.38	2.01442824314523	3.2834048933279
12	0.39	2.0717273138283	3.23694894476024
12	0.4	2.10870061923899	3.17498207129505
12	0.41	2.19320571709637	3.15443207513189
12	0.42	2.2188906684192	3.08015647949296
12	0.43	2.28539123793309	3.01081423313279
12	0.44	2.3549061721131	2.98500689752739
12	0.45	2.4117496838707	2.94247548344907
12	0.46	2.45517357305875	2.86101393157809
12	0.47	2.49983719370777	2.83415485332444
12	0.48	2.58122516611002	2.79994851419917
12	0.49	2.61742030446998	2.7328948627089
12	0.5	2.70773236174903	2.70164970201753
13	0.01	1.00322226732653	11.4993110813148
13	0.02	0.985475687513911	10.5307940994243
13	0.03	0.998870707320445	9.98162288182975
13	0.04	1.00798770286778	9.32539486764966
13	0.05	1.00461139730403	8.78483517225246
13	0.06	1.01570948336386	8.38075829140612
13	0.07	1.02937212799792	8.03548192064755
13	0.08	1.037118444241	7.54856086517568
13	0.09	1.0556128592213	7.22080871040608
13	0.1	1.05046205809712	6.80297235994181
13	0.11	1.08029828511174	6.58243109227684
13	0.12	1.10542916389766	6.41111748037428
13	0.13	1.11047663573298	6.03015599191117
13	0.14	1.13757726229729	5.84511843119264
13	0.15	1.15808027901222	5.63600965232622
13	0.16	1.18987387242654	5.51658993258041
13	0.17	1.22234327594956	5.36840684888269
13	0.18	1.23189068824727	5.13227871266272
13	0.19	1.2843652902356	5.08288856586455
13	0.2	1.31190697542334	4.9035835016676
13	0.21	1.35582736793001	4.81979233487224
13	0.22	1.37917798830637	4.68308072178275
13	0.23	1.41079731214407	4.5599881533248
13	0.24	1.46255522028648	4.51256901211785
13	0.25	1.48116913352603	4.36359421171657
13	0.26	1.57367693105273	4.3955743695457
13	0.27	1.60978616562159	4.27296871328127
13	0.28	1.63444984396817	4.18485327389313
13	0.29	1.72589912817674	4.19913096763486
13	0.3	1.72731499477184	4.01599672072307
13	0.31	1.80626528719242	4.01314924253119
13	0.32	1.84954699808086	3.94245712760052
13	0.33	1.91034179241813	3.89111240587754
13	0.34	1.95517204487079	3.81425055199805
13	0.35	2.01728921746591	3.76605427223109
13	0.36	2.09904421598449	3.71013428822977
13	0.37	2.10825927665238	3.62533995833912
13	0.38	2.20550045949483	3.61317567153591
13	0.39	2.26325507894119	3.53107181218566
13	0.4	2.31061656399178	3.50463858671992
13	0.41	2.37809276332012	3.42720965664329
13	0.42	2.43943933982552	3.36731019279511
13	0.43	2.51639242480461	3.35291995104839
13	0.44	2.58131165960942	3.29659818807774
13	0.45	2.63445347457893	3.22943882785159
13	0.46	2.66879223170369	3.1642428797112
13	0.47	2.75514454702	3.12921930651016
13	0.48	2.83981776933589	3.06568400876973
13	0.49	2.88922681440317	2.98976600117858
13	0.5	2.86189009757761	2.86831766567272
14	0.01	0.990986490696456	12.1099980886145
14	0.02	1.01193450288735	11.3021411613344
14	0.03	1.01062562009455	10.7654307140831
14	0.04	0.981926901427937	9.75317411817557
14	0.05	1.00673187523242	9.39118414093883
14	0.06	1.01400323254848	8.74980274168428
14	0.07	1.02280634775762	8.37676379592695
14	0.08	1.04441963174988	7.97995494274651
14	0.09	1.04970401535702	7.48705595290897
14	0.1	1.09933522352042	7.34531105735289
14	0.11	1.10297390942617	6.94635370261896
14	0.12	1.10669568728034	6.62971799117478
14	0.13	1.14643908917267	6.42518257326246
14	0.14	1.1615309818475	6.15550427778599
14	0.15	1.19122442013952	5.9493389625025
14	0.16	1.21948278741772	5.80957390696535
14	0.17	1.24595201386525	5.60263260455939
14	0.18	1.2886580107051	5.45868459322175
14	0.19	1.32721033314218	5.34042768499526
14	0.2	1.35516827013878	5.13664967035869
14	0.21	1.41530103050958	5.15766350461319
14	0.22	1.4553984959614	5.01894419359751
14	0.23	1.51001436503522	4.92686253244971
14	0.24	1.52900515492216	4.76950896850757
14	0.25	1.61517035643396	4.7731104608301
14	0.26	1.64444332706803	4.64041593389365
14	0.27	1.70548209303099	4.56017571888353
14	0.28	1.76338634122263	4.48736997562506
14	0.29	1.80751724146379	4.44713060319367
14	0.3	1.84731872378149	4.30916517141522
14	0.31	1.92192373096726	4.29772215761214
14	0.32	1.99311527557326	4.23186082897205
14	0.33	2.0879101287163	4.2477470969784
14	0.34	2.11244602888701	4.14962232797262
14	0.35	2.16142035614481	4.03704748949733
